id,corridor_id,source_code,source_name,source_region,source_income,source_lending,source_G8G20,destination_code,destination_name,destination_region,destination_income,destination_lending,destination_G8G20,payment instrument,access point,speed actual,receiving network coverage,pickup method,date,cc1 lcu amount,cc1 denomination amount,cc1 lcu code,cc1 lcu fee,cc1 lcu fx rate,cc1 fx margin,cc1 total cost %,cc2 lcu amount,cc2 denomination amount,cc2 lcu code,cc2 lcu fee,cc2 lcu fx rate,cc2 fx margin,cc2 total cost %,inter lcu bank fx,transparent,Standard Note,note2,regulatory_risk_score,fx_volatility,aml_risk_index,correspondent_network_depth,transfer_time_estimate_days,composite_cost_score,political_stability_index,regulatory_quality_score,rule_of_law_index,government_effectiveness,financial_system_development,banking_sector_stability,payment_system_efficiency,aml_effectiveness_score,tax_transparency_score,reporting_requirements_index,currency_convertibility_score,capital_mobility_index,treaty_network_density,financial_sanctions_risk,dispute_resolution_mechanism,bilateral_tax_treaty_strength,double_taxation_avoidance,information_exchange_agreement,jurisdictional_hops_count,regulatory_domain_changes,currency_conversions_count,withholding_tax_rate,financial_transaction_tax,compliance_documentation_cost,settlement_risk_index
1839,SWE-NGA,SWE,Sweden,Europe,High income,High,No,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Low,No,Bank Transfer,Online Portal,2-5 days,Medium,Home Delivery,2021-01-31,2727,40.5,INR,29.43,43.6884,0.0059,0.0167,2767,131.92,EUR,49.54,37.2357,0.0183,0.0362,0.0118,Opaque,Prefer local bank transfer where possible,,0.652,0.055,0.941,6,0,0.3451,0.7646698263835204,0.6366444879656354,0.59425906801112,0.6240385737203561,1.0,1.0,0.7377241201080482,0.5128086816005123,0.7653653091615024,0.7556328139485206,0.9080300384386076,0.90896486709728,0.804204474407513,0.2839727437800304,0.8352849304596821,0.8524588290402785,1,1,1,0,2,0.052,0.0098,118.79,0.2460124011226647
1840,RUS-POL,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,POL,Poland,Europe,High income,Medium,No,Remittance Service,Bank Branch,Same day,High,Branch,2022-03-13,1927,68.15,CNY,14.38,20.4375,0.0119,0.0194,1934,25.35,GBP,20.44,34.2942,0.0009,0.0115,0.0181,Opaque,Correspondent path uses two intermediaries,,0.633,0.031,0.381,7,1,0.2182,0.4631197932395953,0.6359947762507031,0.483666313903863,0.8195403665129476,0.4907807433359576,0.7687138723834321,0.4395024686289677,0.765166322225993,0.4130141119090709,0.5727605852787203,0.4744968175963835,0.4580022659573948,0.6577296457149546,0.2266205226236634,0.6287230718841177,0.6389297998588289,1,1,4,2,3,0.019,0.0022,123.16,0.42502597712729523
1841,BRA-SWE,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,SWE,Sweden,Europe,High income,High,No,Bank Transfer,Correspondent Bank,Same day,Very High,ATM,2022-06-16,5910,90.03,AUD,70.46,35.7021,0.0122,0.0241,6159,109.07,ZAR,73.48,54.3182,0.004,0.0159,0.0109,Transparent,Requires documentation for large amounts,,0.344,0.038,0.448,7,3,0.1784,0.6753854491184768,0.5178987763440823,0.3821246278819823,0.5783555936556647,0.580735857692335,0.6766345776241194,0.7057634334505511,0.4682019051316863,0.6344930251559732,0.6284966051141571,0.7567981094666824,0.5710649147587289,0.6435906597794291,0.2875997263189768,0.6768221573707873,0.7513346275706232,1,1,3,2,3,0.116,0.0092,139.46,0.4345754986273283
1842,IND-CAN,IND,India,South Asia,Lower middle income,High,No,CAN,Canada,North America,High income,High,G8G20,Card Transfer,Agent Network,Same day,High,Agent,2024-11-28,710,16.79,USD,6.66,54.1846,0.0095,0.0189,721,49.9,GBP,7.69,39.234,0.0026,0.0133,0.0175,Transparent,High AML checks required,,0.273,0.064,0.234,3,2,0.1175,0.3893329027910494,0.3271645331203039,0.2167454562800642,0.5153523391992586,0.4928769211242537,0.6304026385984269,0.1964537370559435,0.459280050534373,0.3186635197495246,0.3075774806142594,0.378223059182169,0.5279485216662172,0.4236243412739869,0.6870858430047329,0.4197905725510085,0.4347337196816564,1,1,3,2,3,0.154,0.0139,106.91,0.4241781145402833
1843,SGP-USA,SGP,Singapore,East Asia & Pacific,High income,High,No,USA,United States,North America,High income,High,G8G20,Cash Pickup,Online Portal,3-7 days,Very High,Home Delivery,2022-03-22,4461,250.0,ZAR,87.91,9.197,0.0043,0.024,4271,124.09,USD,96.71,19.0601,0.004,0.0266,0.0046,Transparent,Standard corridor - no special restrictions,,0.369,0.044,0.632,4,5,0.2255,0.7713612631111089,0.9329408360032329,0.7151953747332981,0.5094770792274631,0.8724061072921884,0.8516750923286095,0.8773423796045224,0.8828374917561241,0.5157044096048032,0.7213820034800807,0.7592810630398139,0.6750363534257819,0.7413241200524529,0.0657813563663189,0.8361135925830991,0.6674973093005088,0,1,3,1,2,0.024,0.02,40.55,0.18415301107108462
1844,USA-SWE,USA,United States,North America,High income,High,G8G20,SWE,Sweden,Europe,High income,High,No,Mobile Wallet,Agent Network,3-7 days,Medium,Home Delivery,2024-03-29,783,34.51,GBP,9.45,20.8913,0.0126,0.0247,822,383.26,USD,11.25,16.9041,0.0079,0.0216,0.0155,Transparent,Correspondent path uses two intermediaries,,0.416,0.069,0.504,3,7,0.2072,0.7325434080547538,0.911587573355554,0.8319755094072027,0.7136675984128045,0.7759004349203227,0.6240219007281202,0.7884706399701162,0.5417053283473781,0.9980483624863338,0.6473858211759947,1.0,1.0,0.7759441690233586,0.1620017107664287,0.6413161692733902,0.6894479854021469,1,0,1,1,2,0.238,0.0065,78.32,0.26114138813693377
1845,VNM-POL,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,POL,Poland,Europe,High income,Medium,No,Bank Transfer,Bank Branch,1-2 days,Low,Branch,2021-02-01,597,14.44,USD,5.19,55.4101,0.0215,0.0302,592,14.02,ZAR,3.09,80.9943,0.0019,0.0071,0.01,Transparent,Standard corridor - no special restrictions,,0.488,0.106,0.28,6,0,0.1723,0.5424758057442831,0.4421503155546722,0.3534017848950604,0.5374547851010795,0.5335548658146859,0.4122552222664284,0.4659507002808316,0.2578321955082431,0.2826751224363696,0.3252441644889609,0.5368965274848427,0.2703164432771945,0.3591488396507274,0.5967834592075678,0.2918884937840554,0.3038610140610014,1,0,3,2,1,0.245,0.0103,9.69,0.669182767039688
1846,USA-CHN,USA,United States,North America,High income,High,G8G20,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,Bank Transfer,Bank Branch,1-2 days,High,Branch,2024-12-31,1450,27.44,PHP,18.67,44.1362,0.0085,0.0214,1420,24.56,ZAR,22.53,54.8832,0.015,0.0309,0.0134,Opaque,Requires documentation for large amounts,,0.206,0.047,0.286,4,7,0.1246,0.4714316084339733,0.7090893591165945,0.6180615741508853,0.7464100748879083,0.576425221244328,0.8529071292211362,0.9491307955688236,0.7359244353324121,0.8098550248085252,0.6884723332318509,0.6834454651468952,0.8202029585542784,0.8316454052382263,0.3089265750729189,0.7441727268413798,0.72034603189147,1,1,2,2,3,0.136,0.0176,98.8,0.12667898308888503
1847,IDN-POL,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,POL,Poland,Europe,High income,Medium,No,Remittance Service,Agent Network,1-2 days,High,ATM,2025-04-08,4973,169.17,USD,26.13,8.5045,0.0212,0.0265,4927,156.13,INR,33.1,69.822,0.0176,0.0243,0.0085,Transparent,Standard corridor - no special restrictions,,0.509,0.05,0.358,5,3,0.1988,0.6921689174341934,0.4268045433663869,0.1213311705363467,0.1216578917789348,0.53765985963165,0.7282038371195835,0.4062830618479137,0.3091016489529788,0.4016929011437115,0.2542044309985869,0.1647014455485592,0.5444717267130823,0.2764181445917804,0.4239858561014356,0.3086815851627183,0.3646134952952645,0,1,3,2,1,0.238,0.0071,85.37,0.801884940903764
1848,AUS-KEN,AUS,Australia,Oceania,High income,High,G8G20,KEN,Kenya,Sub-Saharan Africa,Low income,Low,No,Card Transfer,Mobile App,2-5 days,Very High,Branch,2022-10-18,1314,32.01,AUD,22.12,75.7239,0.004,0.0208,1260,22.61,ZAR,16.38,1.7226,0.0171,0.0301,0.0138,Opaque,Standard corridor - no special restrictions,,0.143,0.171,0.752,8,1,0.2045,0.8525798336986433,0.9284421141286248,0.7779586400977708,0.80198869149588,0.9243647416214934,0.8857003441272983,0.6850583358994424,0.597350117483539,0.4969129076374944,0.8419809601007576,0.82251242715468,0.9184236694451564,0.7984452688145389,0.2702912017885164,0.7855733079758266,0.695421353800309,0,1,4,2,1,0.045,0.0022,101.69,0.1460590182142599
1849,VNM-SGP,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,SGP,Singapore,East Asia & Pacific,High income,High,No,Bank Transfer,Bank Branch,1-2 days,High,Mobile Wallet,2021-10-02,707,22.47,KES,8.94,31.6734,0.0068,0.0194,686,41.73,KES,8.28,9.6619,0.0148,0.0269,0.001,Transparent,Standard corridor - no special restrictions,,0.479,0.107,0.281,4,7,0.1752,0.2768931823683725,0.5098344790591938,0.6512892164657207,0.5139444370092258,0.4467652359171115,0.5811409311947349,0.6455483180372963,0.1829155061227643,0.4969825713635036,0.4423618422491846,0.61257428679878,0.5175944947220281,0.3226725190959031,0.306055522698068,0.4407518330298578,0.2978807575166896,0,1,4,2,1,0.006,0.019,139.87,0.7663348640632084
1850,JPN-CHE,JPN,Japan,East Asia & Pacific,High income,High,G8G20,CHE,Switzerland,Europe,High income,High,No,Mobile Wallet,Correspondent Bank,Same day,Medium,Branch,2025-04-11,1756,126.68,EUR,20.86,59.4622,0.0113,0.0232,1706,66.63,ZAR,19.36,52.2979,0.0098,0.0211,0.014,Opaque,Standard corridor - no special restrictions,,0.465,0.058,0.535,8,3,0.2222,0.8107173618048449,0.9166875082073432,0.7613713291034395,0.8271763660226671,0.8606040498524381,0.7507909120279227,0.7413810649646675,0.5816620456114096,0.9321624040856094,0.7231899302244407,0.4586909877893653,0.8675839695135411,0.7950992525408763,0.3739881219396475,0.7001124550000086,0.6448453158526886,1,0,4,2,1,0.01,0.0098,104.66,0.30126332342460216
1851,NGA-IRL,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Low,No,IRL,Ireland,Europe,High income,High,No,Bank Transfer,Mobile App,1-2 days,Medium,Agent,2023-08-18,798,107.2,NGN,7.95,66.5331,0.0084,0.0184,824,16.76,CNY,7.99,51.5985,0.028,0.0377,0.0044,Transparent,Requires documentation for large amounts,,0.411,0.073,0.276,3,0,0.1654,0.2609278771049268,0.5455331034044284,0.3321346942319796,0.3287318138220618,0.5846867930664712,0.4894417294220446,0.231082609042814,0.2760051632998516,0.3886354504560734,0.237933183918556,0.7135465746105357,0.43354545163831,0.259594839250697,0.684753237200326,0.5113033105642844,0.2722565675607251,1,1,1,0,3,0.147,0.0101,51.47,0.5724527228187437
1852,JPN-GBR,JPN,Japan,East Asia & Pacific,High income,High,G8G20,GBR,United Kingdom,Europe,High income,High,G8G20,Mobile Wallet,Bank Branch,2-5 days,Low,Mobile Wallet,2022-06-24,1061,20.08,PHP,7.49,31.3035,0.0106,0.0177,1027,38.25,KES,11.8,1.1396,0.0138,0.0253,0.0082,Transparent,Requires documentation for large amounts,,0.621,0.112,0.415,8,3,0.2287,0.7955909013950049,0.6618176771750681,0.7584237349829404,0.7036936922539847,0.8121526703829935,0.7344463039537451,0.9630751533369925,0.6910795229850808,0.7327851366096357,0.7385829263041507,1.0,0.926837030486968,0.8448816909933551,0.3393463947631562,0.7212329134876954,0.8926342458994698,0,0,2,2,1,0.015,0.0124,33.82,0.4630373071131414
1853,ARG-CHE,ARG,Argentina,Latin America & Caribbean,Upper middle income,Medium,G8G20,CHE,Switzerland,Europe,High income,High,No,Bank Transfer,Bank Branch,1-2 days,High,Agent,2023-06-25,2106,47.11,CNY,10.85,38.6291,0.0073,0.0125,2060,1566.2,GBP,17.58,77.9818,0.0188,0.0273,0.0178,Transparent,Correspondent path uses two intermediaries,,0.616,0.09,0.392,5,3,0.2215,0.4094883021494021,0.6100816257746077,0.4221686194887054,0.4642111293508713,0.8516942783437045,0.7163124769891667,0.7579768273353504,0.6440489776196535,0.5332853965324598,0.4670083950515323,0.6217491688699008,0.5969808254735905,0.76315432831935,0.5103627717235435,0.5335606261657447,0.4404443960433541,1,0,3,1,2,0.24,0.0001,128.92,0.30676358018922245
1854,SWE-PHL,SWE,Sweden,Europe,High income,High,No,PHL,Philippines,East Asia & Pacific,Lower middle income,Medium,No,Mobile Wallet,Agent Network,Instant,High,ATM,2022-11-12,2101,72.24,ZAR,16.34,38.8618,0.008,0.0158,2100,100.75,INR,15.07,72.6538,0.0176,0.0248,0.0068,Transparent,Correspondent path uses two intermediaries,,0.183,0.112,0.69,5,0,0.1949,0.8767947837024577,1.0,0.7870543631791675,0.8269219001812301,0.8609585107650323,0.882497478713735,0.9327786194829152,0.8010768615464186,0.8098601193933953,0.843049723619265,0.6566066278493919,0.8202410716174872,0.7866250850501421,0.100062218337685,0.7794936485859256,0.7692901799756583,1,1,2,1,2,0.035,0.0186,33.18,0.3602985008332002
1855,IDN-TUR,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,TUR,Turkey,Europe & Central Asia,Upper middle income,Medium,No,Mobile Wallet,Mobile App,3-7 days,Medium,Home Delivery,2023-05-04,2322,33.34,PHP,30.91,73.8152,0.0143,0.0276,2403,31.34,CNY,27.36,72.3671,0.0112,0.0226,0.0192,Opaque,Requires documentation for large amounts,,0.456,0.099,0.931,7,2,0.3025,0.2636112314383079,0.1870186317162724,0.4679764521566787,0.2438754076016596,0.4307455364263485,0.3401044440517593,0.6304411135851294,0.3404426342589541,0.312745224454152,0.4397439042471178,0.7287769001129824,0.4686827432469706,0.3047096646041797,0.4664087222374372,0.2112785117702121,0.3555715112077276,1,0,2,1,2,0.076,0.0072,28.43,0.7700698781651574
1856,CHN-IND,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,IND,India,South Asia,Lower middle income,High,No,Mobile Wallet,Online Portal,Instant,Medium,ATM,2025-01-28,751,107.63,USD,8.46,28.2641,0.0069,0.0182,752,12.24,GBP,6.23,8.8143,0.0151,0.0234,0.0206,Opaque,Correspondent path uses two intermediaries,,0.436,0.059,0.517,7,5,0.2114,0.7892749185947695,0.6189296876022927,0.5629333187389178,0.5824763848429008,0.6025428463488561,0.6677388806837845,0.7330327613992363,0.510181593701107,0.2511097914039015,0.6058741006334505,0.9259751291824124,0.5748486310332644,0.3734603940692076,0.2687104418321024,0.8092598717020805,0.6135248283658283,1,1,4,2,3,0.206,0.0079,34.96,0.3695255749108026
1857,AUS-ESP,AUS,Australia,Oceania,High income,High,G8G20,ESP,Spain,Europe,High income,High,G8G20,Bank Transfer,Correspondent Bank,1-2 days,Very High,Agent,2021-04-17,1711,250.82,ZAR,20.54,22.2754,0.0062,0.0182,1710,36.49,PHP,13.52,10.8521,0.0136,0.0215,0.0161,Opaque,Prefer local bank transfer where possible,,0.373,0.071,0.815,7,1,0.2574,0.9569640064999811,0.8952402254750855,0.8348221182813231,0.7178399180709465,0.884248826890386,0.8264634851938668,0.8323517135320018,0.7195361846458719,0.7770736160950265,0.5944386019035929,0.967406207913789,0.7146705648663765,0.7199674529994351,0.1103328128357802,0.6887271897925387,0.5140244325233697,1,0,4,1,1,0.055,0.0035,78.78,0.41709583600771943
1858,NOR-KEN,NOR,Norway,Europe,High income,High,No,KEN,Kenya,Sub-Saharan Africa,Low income,Low,No,Mobile Wallet,Correspondent Bank,3-7 days,High,Branch,2025-05-17,2105,107.45,GBP,31.64,19.6379,0.0261,0.0411,2147,751.78,EUR,19.97,58.7211,0.0233,0.0326,0.013,Transparent,High AML checks required,,0.347,0.076,0.321,6,2,0.1704,0.7040343986762991,0.6282683008899561,0.8354773119204565,0.6415795712949449,1.0,0.829304853291773,0.8471009033513075,0.5123242405746403,0.7673835154620627,0.7403784099752097,0.7141093158089437,0.8304722006556171,0.7022492387031092,0.1760145381474431,0.8031058114632856,0.6934254944210159,1,1,4,0,3,0.061,0.0076,23.01,0.21999441824812566
1859,KEN-IND,KEN,Kenya,Sub-Saharan Africa,Low income,Low,No,IND,India,South Asia,Lower middle income,High,No,Bank Transfer,Bank Branch,Instant,Very High,Home Delivery,2023-05-07,2711,42.28,AUD,31.69,8.5054,0.0074,0.0191,2582,144.97,EUR,34.36,40.9996,0.007,0.0203,0.015,Transparent,Prefer local bank transfer where possible,,0.396,0.046,0.408,2,3,0.1805,0.3795747952338641,0.3896133421178843,0.406732216206389,0.316559048723361,0.3222096296479249,0.3449357765874233,0.6131188122622133,0.4647159831448095,0.495605495911893,0.5039256749804263,0.4140418331392157,0.4554974322490155,0.3591006803417554,0.4708553769290294,0.3652998105722839,0.3611568988509205,0,1,1,2,1,0.161,0.0161,141.03,0.6846432355135829
1860,SAU-POL,SAU,Saudi Arabia,Middle East & North Africa,High income,High,G8G20,POL,Poland,Europe,High income,Medium,No,Mobile Wallet,Agent Network,Instant,Medium,ATM,2023-10-22,2138,47.39,NGN,6.74,73.199,0.0161,0.0193,2238,207.8,ZAR,36.87,45.5672,0.0142,0.0307,0.0222,Transparent,Requires documentation for large amounts,,0.197,0.045,0.167,8,7,0.0978,0.5586725773143623,0.6638714879898838,0.6286860665285919,0.591240523880824,0.664878894087897,0.6571077624898445,0.8375861704747651,0.3424002650419682,0.4336384406538631,0.6308415515735131,0.702374127860691,0.6515299460181053,0.6300994598456028,0.3243208528251484,0.5328861025860933,0.6254570968129911,1,0,2,1,3,0.069,0.016,145.11,0.4812386206525465
1861,ESP-SGP,ESP,Spain,Europe,High income,High,G8G20,SGP,Singapore,East Asia & Pacific,High income,High,No,Bank Transfer,Mobile App,2-5 days,Low,Branch,2022-06-16,3719,57.47,INR,40.87,55.617,0.0075,0.0185,3770,79.45,GBP,53.43,53.0945,0.0088,0.023,0.0045,Opaque,Prefer local bank transfer where possible,,0.462,0.023,0.568,3,0,0.2268,0.7525064595598894,0.7462907385332537,0.8328432749493494,0.85812406299384,0.875771978992095,1.0,0.999219208172434,0.8702228632864563,1.0,0.7324243917602741,0.8142239604820687,0.9232435719164032,0.7196838842406863,0.1485686741222612,0.6816896041099635,0.8227991349255753,1,1,2,0,3,0.054,0.0187,146.2,0.23388295102353426
1862,MEX-ZAF,MEX,Mexico,Latin America & Caribbean,Upper middle income,Medium,G8G20,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Medium,G8G20,Card Transfer,Mobile App,2-5 days,Medium,Agent,2023-09-15,795,24.68,INR,6.08,19.1618,0.0056,0.0132,783,12.14,EUR,12.32,49.7661,0.0156,0.0313,0.0041,Transparent,Correspondent path uses two intermediaries,,0.488,0.083,0.503,2,0,0.2205,0.3734791305354868,0.5884274134608758,0.5481573114981092,0.5276753389096203,0.43913422896062,0.418244268747066,0.550459311199384,0.6146860394514477,0.5846709833730334,0.5480277569402631,0.5638493816779027,0.660935866551333,0.3341164866353299,0.6375859378846374,0.5708314138541996,0.4844738343883565,1,1,1,0,1,0.064,0.0081,10.67,0.5472969927791739
1863,CHE-GBR,CHE,Switzerland,Europe,High income,High,No,GBR,United Kingdom,Europe,High income,High,G8G20,Card Transfer,Agent Network,Instant,High,Agent,2023-05-17,1614,42.08,AUD,11.59,69.462,0.0056,0.0128,1570,67.64,USD,20.14,10.9503,0.018,0.0308,0.0035,Opaque,Standard corridor - no special restrictions,,0.447,0.055,0.341,3,2,0.1794,0.871580555717695,0.8189580533327402,0.948088237199982,0.7142141917565449,0.9084126749826592,0.7997267444701244,1.0,0.7255139463451105,0.8525288136174918,0.6206857242571008,0.8201744828241546,0.8099147905687041,0.901610104795536,0.4136624329209646,0.7600826664265066,0.7060223848287239,1,1,1,1,3,0.123,0.0142,142.2,0.34521864646626554
1864,CHE-PHL,CHE,Switzerland,Europe,High income,High,No,PHL,Philippines,East Asia & Pacific,Lower middle income,Medium,No,Bank Transfer,Correspondent Bank,1-2 days,Medium,Branch,2021-03-08,1374,24.15,PHP,12.76,78.4364,0.01,0.0193,1314,17.49,ZAR,17.24,6.6498,0.0313,0.0444,0.0153,Transparent,Correspondent path uses two intermediaries,,0.243,0.072,0.577,6,1,0.1959,0.5007631773126744,0.7443157087103822,0.5651199442570447,0.5003203826355129,0.8185224605805612,0.794462585503537,0.8106055700448801,0.7803429895078022,0.6444723812143561,0.9649027216135104,0.8660047190242196,0.974371655567378,0.5484120910213546,0.2501435580110249,0.8823577766053077,0.722812286918648,1,0,1,0,1,0.242,0.0101,149.63,0.040176163211418314
1865,DEU-SWE,DEU,Germany,Europe,High income,High,G8G20,SWE,Sweden,Europe,High income,High,No,Mobile Wallet,Correspondent Bank,Same day,High,Mobile Wallet,2025-03-10,2069,91.4,EUR,18.16,5.1487,0.0091,0.0179,1968,211.19,EUR,38.1,59.5826,0.0086,0.028,0.0082,Transparent,Correspondent path uses two intermediaries,,0.373,0.118,0.256,7,0,0.1488,0.6212184735152441,0.5793644121627103,0.8379844406688438,0.8581922705938626,0.8791984829703073,0.77049125710569,0.7064291966844234,0.7436422152123958,0.5921617675625519,0.6598099103322492,1.0,0.5978997084242298,0.8313033392280441,0.0,0.8979511663259184,0.7977855454111781,0,1,2,1,2,0.208,0.0161,141.65,0.4065208291453783
1866,NOR-VNM,NOR,Norway,Europe,High income,High,No,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,Bank Transfer,Agent Network,1-2 days,Medium,ATM,2021-02-21,482,9.06,KES,6.84,53.5805,0.0056,0.0198,489,7.7,USD,3.14,33.4489,0.0231,0.0295,0.012,Transparent,Prefer local bank transfer where possible,,0.292,0.046,0.545,2,5,0.192,0.6943712584594651,0.7224934334679185,0.4802242960724015,0.7844408016320777,0.8017311461525087,0.7462358709581711,0.8375902765345183,0.7574843376245586,0.6737331243159536,0.9435696940172144,0.9576723334934908,0.9275534270047936,0.7376036659632709,0.0886517121286628,0.6925154479281724,0.8299510248300368,1,1,2,0,2,0.071,0.0143,102.29,0.05050096143571908
1867,RUS-UKR,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,UKR,Ukraine,Europe & Central Asia,Lower middle income,Low,No,Card Transfer,Bank Branch,3-7 days,Very High,Home Delivery,2025-05-14,1113,588.59,USD,19.59,32.8416,0.0064,0.024,1108,13.94,ZAR,13.27,61.0475,0.0222,0.0342,0.0268,Opaque,Requires documentation for large amounts,,0.631,0.085,0.681,1,1,0.2915,0.5254716871223514,0.477361975798281,0.5472679994536925,0.5449535163700133,0.92876831926651,0.6822473098175894,0.8295660960937867,0.6857544527630473,0.5545336719756999,0.4967536956483946,0.4611728102559613,0.5154867739202313,0.6295304149305058,0.3862556462144844,0.6450984390886131,0.3063669818383197,0,1,4,2,2,0.091,0.0074,106.68,0.5739055445209988
1868,IDN-IND,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,IND,India,South Asia,Lower middle income,High,No,Remittance Service,Agent Network,2-5 days,Medium,Agent,2023-02-11,1613,38.58,ZAR,19.33,46.5719,0.0051,0.0171,1535,25.73,KES,19.77,30.5013,0.0093,0.0222,0.0039,Transparent,High AML checks required,,0.325,0.038,0.577,4,7,0.2,0.4044217818916847,0.5315777868639142,0.1369090052232495,0.4245876687628159,0.6112241584330153,0.6316103979207359,0.3795801114970448,0.443591641353384,0.5215747784006498,0.3981657668936454,0.6242093106796173,0.4156966015994039,0.3973176972524956,0.6245931071754643,0.3802479810791488,0.4020459403851636,0,1,4,2,3,0.116,0.0067,22.73,0.78520461641931
1869,POL-NOR,POL,Poland,Europe,High income,Medium,No,NOR,Norway,Europe,High income,High,No,Mobile Wallet,Correspondent Bank,1-2 days,High,ATM,2024-02-27,839,134.78,GBP,6.24,82.6531,0.007,0.0144,799,811.48,PHP,13.0,17.7375,0.0066,0.0229,0.0068,Transparent,Correspondent path uses two intermediaries,,0.565,0.083,0.207,1,5,0.173,0.4664056809945079,0.5731696352231096,0.6413048417136165,0.8263069039811322,0.4040673810021712,0.867189200078834,0.608815388269268,0.6657879842832862,0.6893311239990089,0.7377396128728657,0.5826445762324252,0.5929674430258643,0.5435684681256516,0.3928920610996813,0.7582513169806968,0.5407806758786241,1,1,2,2,2,0.245,0.005,131.77,0.31908402837417627
1870,CHE-MAR,CHE,Switzerland,Europe,High income,High,No,MAR,Morocco,Middle East & North Africa,Lower middle income,Low,No,Bank Transfer,Bank Branch,1-2 days,Medium,Branch,2022-03-25,1326,49.2,AUD,17.11,79.4348,0.0061,0.019,1381,120.86,PHP,10.18,81.7025,0.012,0.0194,0.0056,Transparent,Prefer local bank transfer where possible,,0.262,0.049,0.466,4,2,0.1648,0.5557742802229957,0.7240383413223483,0.5605919967963744,0.7525993455967991,0.9307059609481524,0.7514627993235573,0.7916360442438507,0.7170281649194167,0.7668890992602294,0.811929933436263,0.966870651352244,1.0,0.7648195117200087,0.0617048335224342,0.609493190278607,0.7044980417321359,1,1,4,2,1,0.043,0.0115,13.65,0.20070228544544982
1871,RUS-ESP,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,ESP,Spain,Europe,High income,High,G8G20,Bank Transfer,Online Portal,1-2 days,Very High,Agent,2022-04-01,2286,207.04,EUR,31.64,15.0245,0.0104,0.0242,2333,77.36,AUD,36.1,45.495,0.0062,0.0217,0.0136,Transparent,Requires documentation for large amounts,,0.393,0.059,0.482,6,1,0.198,0.5175499727845513,0.4779222133215476,0.4856808722358957,0.5671018338813247,0.5894403951002231,0.9422201025405792,0.7014730409893276,0.7901227286631204,0.7291181414600806,0.4732904639859537,0.6745072560903774,0.5678210454710508,0.5305812688856403,0.4671720403026477,0.5470157604995733,0.5931422657839887,0,1,1,2,2,0.089,0.0193,51.07,0.31731543978168775
1872,PHL-CHE,PHL,Philippines,East Asia & Pacific,Lower middle income,Medium,No,CHE,Switzerland,Europe,High income,High,No,Mobile Wallet,Online Portal,Same day,Very High,Branch,2021-12-18,3797,193.46,ZAR,35.05,69.6937,0.0125,0.0217,3716,49.42,KES,31.74,18.6905,0.015,0.0235,0.0264,Transparent,High AML checks required,,0.165,0.093,0.075,8,1,0.0706,0.3899746468330644,0.430408439825952,0.3428390210139729,0.4832890910284328,0.4191548368705753,0.5969862807713939,0.2182882931578925,0.4288173228770907,0.4086045334696828,0.2690520131298139,0.4273722767773667,0.4757749126930843,0.4599122296578499,0.7599355801997328,0.4753895281185106,0.2950818577330932,1,1,3,1,2,0.182,0.004,148.72,0.6242094763653517
1873,VNM-ARG,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,ARG,Argentina,Latin America & Caribbean,Upper middle income,Medium,G8G20,Bank Transfer,Mobile App,2-5 days,Medium,Home Delivery,2023-11-02,1889,45.37,AUD,16.8,58.7758,0.0138,0.0227,1881,1614.08,NGN,22.83,53.7902,0.0135,0.0256,0.0242,Transparent,Standard corridor - no special restrictions,,0.434,0.106,0.477,7,1,0.2064,0.4850347729158263,0.1792869743420587,0.6434358758145449,0.2736632080383083,0.6215953424147613,0.42169784563206,0.3417599915359843,0.3818136806457693,0.4734950533947641,0.1636754239106285,0.5541906619144411,0.4185385801611492,0.41924528990796,0.5486829571193225,0.3313757393494415,0.2164252098353745,1,1,4,2,3,0.241,0.0019,66.24,0.6130358858977111
